n,max_flow,electrical_alg,ratio
743,7.76313678,8.461932218,1.090014572
683,7.950019668,8.665715504,1.090024411
826,6.938016805,7.562798767,1.090051953
794,7.114337409,7.755036117,1.090057397
1411,7.2088542,7.858089285,1.090060787
1227,8.034748407,8.758530225,1.090081454
903,7.077362527,7.71493067,1.090085557
1860,6.671437527,7.272621024,1.090113037
3592,6.414533308,6.99262871,1.090122753
360,7.494477669,8.16995601,1.090130143
582,7.9872467,8.707459947,1.090170402
1994,7.640668127,8.32965216,1.09017327
2740,7.26094842,7.915720107,1.090177157
991,7.150325399,7.795485163,1.090228029
1385,7.181481989,7.831004303,1.09044405
564,6.996815118,7.629705632,1.090454086
786,6.754058265,7.365176338,1.090481611
3951,7.478937552,8.155803776,1.090502992
3864,6.268286809,6.83626331,1.090611122
298,7.371245726,8.039207623,1.090617234
2359,6.95617494,7.586530863,1.090618181
3046,7.254921543,7.912623763,1.090656007
3379,9.211146793,10.04704454,1.090748499
959,6.625970193,7.22727264,1.090749344
3541,6.619243421,7.220029017,1.090763484
4019,6.717153532,7.327001887,1.0907897
3734,6.660754891,7.265671998,1.090818101
1995,6.832995796,7.453581318,1.09082188
286,8.845803608,9.649237731,1.090826584
969,6.963589576,7.596521673,1.090891643
1205,6.953736343,7.585941402,1.09091588
1205,6.953736343,7.585941402,1.09091588
1809,7.161513909,7.812697533,1.090928208
388,6.949504131,7.581624695,1.090959089
189,7.792996587,8.502090358,1.090991156
3722,6.478731481,7.068348924,1.091008162
3813,6.814968339,7.435612973,1.091070802
502,7.791520486,8.501298583,1.091096224
519,7.672428649,8.37140072,1.091101801
2202,8.072314102,8.808036421,1.091141438
301,9.665884837,10.54708193,1.091165694
2743,5.843604313,6.376415611,1.091178538
517,6.598327568,7.199970658,1.091181149
664,8.802334677,9.605989839,1.091300228
3469,6.604558544,7.207659132,1.091315806
1598,7.030673646,7.6728045,1.091332764
343,6.91751409,7.549625564,1.091378415
3827,7.4548638,8.136143048,1.091387216
1587,8.751713003,9.552050349,1.091449222
408,7.18002484,7.836890207,1.091485111
9695,6.715014731,7.329492694,1.091508059
450,9.198813849,10.041388,1.091595956
3378,7.273609034,7.939895342,1.091603261
351,7.87864573,8.60036939,1.09160504
2272,6.109126714,6.669152448,1.091670342
1566,7.530659429,8.221173372,1.091693689
1056,7.525913619,8.216006543,1.091695568
6290,6.460728786,7.053299195,1.091718818
3769,5.559886091,6.069875443,1.091726583
6002,6.15392733,6.718573036,1.091753717
1107,6.252039896,6.825879042,1.091784306
3408,6.471466434,7.065759002,1.091832752
1239,6.904175398,7.538802458,1.091919313
1240,7.769087434,8.483255574,1.091924328
2405,7.943985743,8.674273153,1.091929597
1474,6.575901924,7.180477842,1.091938098
765,7.975443854,8.709149434,1.09199558
3570,7.529015056,8.221701327,1.092002243
2770,6.593320595,7.200251665,1.092052413
9967,6.516722375,7.117239653,1.092150201
893,7.077941057,7.730196801,1.092153317
1424,5.256879901,5.741545188,1.092196378
2089,7.121191476,7.777760031,1.092199256
3418,6.872386999,7.506464784,1.092264563
3096,7.133339337,7.791967392,1.092330958
1071,7.228980645,7.896784372,1.092378685
472,7.219990638,7.88697553,1.092380299
6184,6.277740186,6.85785812,1.09240872
3915,7.314089271,7.990110418,1.092427249
1908,8.162902537,8.917708988,1.092467899
3340,6.921394245,7.561711539,1.092512761
3509,6.466531039,7.065320569,1.092598261
2982,6.49418099,7.095591579,1.092607611
71,9.889938746,10.80611613,1.092637316
3385,6.313872954,6.89896965,1.09266843
1696,6.553514634,7.160867548,1.092675907
1221,7.156179522,7.819653928,1.092713494
734,6.65654992,7.274078422,1.092770055
734,6.65654992,7.274078422,1.092770055
3582,8.728936287,9.538898509,1.092790484
3601,8.511432327,9.302993066,1.09299971
3666,6.743112464,7.370501374,1.093041442
3138,6.521782475,7.128675121,1.093056254
549,8.016492025,8.762683674,1.093082067
1987,6.906236256,7.549171388,1.093094865
826,7.032268765,7.687011991,1.093105546
1015,8.133188978,8.890918244,1.093165088
2998,6.723448227,7.35022064,1.093221869
1679,6.549226063,7.15982112,1.093231635
3309,6.739812078,7.368220601,1.093238285
1763,6.680482418,7.303692668,1.093288211
1980,7.278656361,7.957702148,1.093292739
1132,5.636372448,6.163137998,1.093458258
2181,7.211237615,7.885241106,1.093465717
429,6.648825709,7.270332502,1.093476175
3231,7.200268469,7.873967928,1.093565881
3766,6.508092902,7.117079938,1.093573808
2361,8.050175885,8.803846183,1.093621594
426,7.473316167,8.173012194,1.09362591
3609,6.953640184,7.604693796,1.09362774
1635,6.302930942,6.893197245,1.093649496
1704,7.424544383,8.120595594,1.093750024
148,6.992395427,7.648068806,1.093769494
1508,7.240441161,7.919455647,1.093780817
1482,7.462400087,8.162247255,1.093783121
3289,6.794978346,7.432341432,1.093799134
404,7.726226403,8.451264987,1.093841229
1857,7.561891874,8.2718553,1.093887011
614,8.266665594,9.043994053,1.094031681
531,7.437627705,8.137018568,1.094034132
3691,6.65553594,7.281783367,1.094094215
3933,6.819075141,7.460971847,1.094132517
3677,6.56734924,7.185629173,1.094144519
7503,6.609531833,7.231890054,1.094160712
7637,6.336511147,6.933168133,1.094161751
1361,7.074748191,7.741068721,1.094182932
659,6.803710214,7.444583243,1.094194639
1877,7.607585788,8.325472941,1.094364648
1816,5.711369377,6.250451975,1.094387626
2191,7.718431969,8.44700833,1.094394349
2941,6.560277328,7.179545019,1.094396572
917,6.723792501,7.358592896,1.094411063
52,6.247366818,6.837282036,1.094426218
5407,8.056224788,8.817393689,1.094482083
5407,8.056224788,8.817393689,1.094482083
2915,6.614572147,7.239533524,1.09448251
38,7.302305242,7.9923484,1.094496619
3834,7.124199332,7.797557368,1.094517012
7291,6.338014406,6.9371057,1.094523498
7291,6.338014406,6.9371057,1.094523498
1988,6.871640908,7.521190035,1.094526058
1201,7.177236894,7.856065651,1.094580793
3680,6.461941252,7.073239736,1.094599821
1776,6.882196756,7.533549347,1.094643123
2176,7.249222121,7.935394426,1.094654612
3313,5.555327568,6.081184001,1.094658043
2050,6.731212879,7.368613048,1.094693212
683,6.765764006,7.406453451,1.094695801
286,7.883776612,8.630371891,1.094700207
2363,7.792992626,8.53120941,1.09472828
1154,7.628645115,8.351358091,1.094736741
3260,6.574032722,7.1969588,1.094755549
1376,7.78483843,8.522600509,1.094769093
793,7.710122508,8.441362319,1.094841529
2137,7.217181098,7.901771999,1.094855719
931,7.009240817,7.674113486,1.094856588
1489,8.041063988,8.803830365,1.094858887
3602,6.760336154,7.401618239,1.094859497
577,7.745554035,8.480491314,1.09488505
796,7.520793635,8.235669045,1.095053188
6047,6.650711558,7.282987166,1.095068866
2722,6.523784501,7.144098367,1.095084972
2528,7.057657931,7.728875976,1.095104927
152,7.613298991,8.337469327,1.095119125
2858,6.98036317,7.644471816,1.095139555
1015,7.593744074,8.316212876,1.095139999
1052,7.315747037,8.011953649,1.095165485
3347,6.886242219,7.541652831,1.095176817
295,6.929625067,7.589499161,1.095225079
3654,6.405068419,7.015486752,1.095302391
796,6.596227623,7.225066683,1.095333135
3073,5.707291732,6.251685047,1.095385577
685,6.60335384,7.23334339,1.095404482
910,6.960869586,7.625567389,1.095490627
1740,8.028697645,8.795495405,1.095507116
3097,6.577020487,7.205277192,1.095522996
3306,6.626177943,7.259291776,1.095547364
1559,7.685642548,8.42080374,1.095653836
2199,5.794109686,6.348366751,1.095658711
2433,6.963849925,7.63055764,1.095738381
3076,7.549508954,8.272654086,1.095787042
3863,6.687852124,7.328741038,1.09582881
1626,6.443767215,7.061338281,1.095840065
3491,6.517407703,7.14229725,1.095880076
727,6.821045575,7.475434571,1.095936758
2925,6.926149717,7.590684469,1.095945768
390,6.005620163,6.582562161,1.096067014
2475,7.359043399,8.066141798,1.096085641
934,8.811992909,9.659562783,1.096183676
2125,6.709846792,7.355383797,1.096207414
2160,7.517297171,8.240926723,1.096261932
2695,6.408793869,7.025934908,1.096295973
1530,6.554381415,7.185870175,1.09634605
2694,6.164802584,6.758818535,1.096356038
3226,6.797479509,7.452802543,1.096406768
2933,7.008423225,7.684185163,1.096421394
3234,5.554312141,6.089898168,1.096427067
3313,6.323313778,6.933136877,1.09644043
3218,5.289928003,5.800239543,1.096468523
3218,5.289928003,5.800239543,1.096468523
989,7.378069356,8.089908766,1.096480444
3788,6.987091015,7.661231902,1.096483771
4583,6.544853452,7.176383894,1.096492679
4583,6.544853452,7.176383894,1.096492679
2862,5.65859691,6.204619733,1.096494384
1483,6.752515975,7.404157669,1.09650354
1241,7.74441797,8.492980978,1.096658394
3880,6.734228625,7.385148541,1.096658423
749,7.256447449,7.95788439,1.096663959
3945,6.642114183,7.2841742,1.096665007
1418,6.937781849,7.608689688,1.096703507
2856,6.593703811,7.231370608,1.096708438
1591,6.570278036,7.20597837,1.096753947
2546,6.906293194,7.574683639,1.096779912
3232,7.088472554,7.77461138,1.096796428
419,8.68941197,9.531075244,1.096860786
883,8.303790159,9.108236842,1.096877049
2164,6.834575836,7.496855663,1.09690138
2921,6.918331758,7.588841229,1.096917797
915,7.221790457,7.922265051,1.096994588
1421,7.065843213,7.751313476,1.097011813
267,7.124868135,7.816101475,1.097017001
3317,6.51298883,7.144974801,1.097034708
2659,7.16966281,7.865709267,1.097082175
1684,7.234622186,7.937441616,1.097146667
1308,6.219546731,6.824183627,1.097215589
2296,7.116597009,7.80882048,1.097268887
5754,6.978356645,7.657944469,1.097385081
1048,6.843021469,7.509699443,1.097424504
2070,8.705042542,9.553339754,1.097448945
3983,7.321978171,8.035501851,1.097449578
2020,7.656476627,8.402622622,1.097452919
1593,7.390158861,8.110430917,1.097463677
68,8.319770238,9.13113318,1.097522277
778,7.536185782,8.271672733,1.097594058
2181,7.212233939,7.9161206,1.097596205
532,8.00322391,8.784628714,1.097636254
1451,6.701743557,7.356491939,1.097698215
3538,6.594338372,7.238918543,1.097747512
6359,5.985461714,6.571373824,1.097889208
1121,6.895104959,7.570076028,1.097891341
2297,7.188241961,7.892007294,1.09790507
3955,6.549669749,7.191090853,1.097931824
3346,6.703450251,7.360383349,1.09799925
9351,6.431289782,7.061937489,1.098059289
428,7.615176435,8.362284541,1.098107787
980,6.65764628,7.310955886,1.098129215
419,8.406089413,9.23098337,1.098130524
1623,7.725080633,8.483365954,1.098158887
3817,6.573785145,7.219189544,1.098178505
1047,6.980331105,7.665871396,1.098210283
2585,7.046232678,7.738291645,1.098216877
9991,6.497201606,7.136291836,1.098363922
298,8.131547081,8.93141151,1.09836559
584,7.224405892,7.935995138,1.09849796
2361,7.341314008,8.064447468,1.098501911
3509,6.758668158,7.424736222,1.098550195
1430,6.901008012,7.581741191,1.098642572
555,7.375347695,8.103154622,1.098681033
1074,6.970278252,7.658336917,1.098713228
4982,6.817324633,7.490852835,1.098796557
2924,6.932206722,7.61731814,1.098830206
3752,7.096535558,7.798226518,1.09887796
1623,7.07722343,7.777362433,1.098928487
1890,6.752552092,7.421076149,1.099003169
3309,6.947634581,7.635503689,1.099007669
964,7.797678812,8.569950494,1.099038663
2608,7.601848279,8.355753059,1.099173879
581,5.978454549,6.571648528,1.09922196
1123,8.506750559,9.350836553,1.099225431
341,6.793341945,7.467430896,1.099227885
740,7.887821425,8.670717253,1.099253746
3545,6.569368119,7.221604917,1.099284556
8860,6.498245256,7.143560848,1.099306131
1638,6.352379311,6.983229431,1.099309265
2295,7.311309033,8.037519003,1.099326942
516,7.374355132,8.107250108,1.09938428
719,7.504815651,8.250699726,1.099387395
2718,6.269179038,6.892500534,1.099426335
497,6.709243303,7.376463691,1.099447934
6383,6.301038852,6.927790933,1.099468055
1173,8.674021976,9.537106661,1.099502248
2572,7.145970221,7.857110954,1.09951633
1865,6.545766764,7.197665993,1.099590965
2454,6.905289228,7.593436364,1.099655078
679,8.019684499,8.819104359,1.099682208
3798,6.589577025,7.246603969,1.099706998
1743,7.493452255,8.241008735,1.099761292
293,7.386934515,8.124378584,1.099830866
1155,7.21013553,7.930080035,1.09985173
1884,7.901222895,8.690278189,1.099864958
749,11.28693198,12.4141761,1.099871614
2639,7.036256343,7.73906432,1.099883794
3859,6.545052318,7.19899691,1.099914341
2885,7.484190343,8.232174972,1.099941957
2034,6.968856995,7.665656747,1.099987667
2708,6.477402309,7.12508296,1.099990802
705,7.016578691,7.718525127,1.100041126
3377,6.525401133,7.178628922,1.100105384
3377,6.525401133,7.178628922,1.100105384
2495,6.658616408,7.325386882,1.10013649
3020,6.680855842,7.350114398,1.100175572
2163,7.12850841,7.842709403,1.100189402
3933,7.141686431,7.857271213,1.100198292
2134,6.51458567,7.167344795,1.100199638
9577,5.670807116,6.239506708,1.100285476
1836,7.417057185,8.161017806,1.100304016
1013,8.561660874,9.420910444,1.10036015
2642,8.079697777,8.890707836,1.100376287
2713,6.553641199,7.211516879,1.100383231
3189,6.081681552,6.692501953,1.100436104
3916,5.777332856,6.357664132,1.100449687
1207,6.87479026,7.56555705,1.100478235
1343,6.58589429,7.247778884,1.100500337
94,8.235933963,9.063659988,1.10050178
1570,6.956629698,7.656104784,1.100547983
238,6.178317466,6.7996976,1.100574329
981,7.530784031,8.288330986,1.100593371
4881,7.4804692,8.233179884,1.100623459
315,8.973222621,9.876158361,1.100625581
428,6.824368642,7.511277868,1.100655352
3203,7.041997608,7.751394389,1.100738004
1150,7.600656024,8.366331666,1.100738099
328,7.787345711,8.571872778,1.100743835
440,7.353137628,8.094004042,1.10075514
3400,6.503139741,7.158645045,1.100798281
2439,6.472079382,7.124463135,1.100799714
1445,7.01129927,7.718233776,1.100827889
3304,6.683299539,7.357181464,1.100830723
1123,6.681835278,7.355624659,1.100838969
355,8.327597735,9.167377247,1.100842949
8520,6.57408443,7.237725917,1.100948124
8520,6.57408443,7.237725917,1.100948124
753,6.338853577,6.978881994,1.100969112
780,6.737432064,7.417717706,1.100971058
2702,6.570867075,7.234551119,1.101004028
4922,6.418640681,7.067259993,1.101052441
2890,6.657608412,7.331355894,1.101199626
1837,5.629122661,6.198817096,1.101204836
1569,7.649433651,8.423649038,1.101212119
849,7.32291435,8.064087936,1.101212926
1336,7.966936614,8.773652324,1.101257955
2332,7.036591713,7.749366681,1.101295485
210,8.644405733,9.520504321,1.10134862
3941,6.899932116,7.599258018,1.101352577
3586,6.582214469,7.249898666,1.101437624
1976,5.430393553,5.981306516,1.101449915
1986,7.302997649,8.044356099,1.101514267
3801,6.735324638,7.419110683,1.101522359
1879,6.470361448,7.127519883,1.101564409
1853,7.196232725,7.92731107,1.101591815
3949,6.98166464,7.690964444,1.101594654
541,7.903476012,8.706490629,1.101602715
549,8.06759404,8.887735631,1.101658758
1139,7.68076877,8.462328089,1.101755351
1562,6.925294837,7.630131558,1.101777143
1875,6.452592839,7.109430112,1.101794316
828,7.210565977,7.944996195,1.101854725
2634,7.109778554,7.833997273,1.101862345
3517,6.685334218,7.366656388,1.101912956
308,8.050510057,8.870985796,1.101915995
1281,8.128989417,8.957556734,1.101927469
1369,6.49321029,7.15520813,1.101952318
3693,6.995275413,7.708654623,1.101980146
2570,6.677257972,7.35848117,1.102021399
59,7.954588005,8.766310967,1.102044626
3052,6.757060516,7.446947885,1.102098741
378,6.201241916,6.834395395,1.102101077
551,5.759959652,6.348097539,1.102107987
1228,6.677771874,7.359926902,1.102153089
3931,6.3865659,7.038983362,1.102154659
2657,6.542554468,7.210918172,1.102156384
3008,6.038603145,6.655538896,1.102165308
1525,6.286460751,6.928860882,1.102187885
2751,6.779166938,7.472620942,1.10229192
2918,6.367695561,7.020226789,1.102475255
1371,8.876777433,9.786546254,1.102488637
1849,6.786408872,7.482627455,1.102590132
1391,7.499707191,8.269148002,1.102596114
1808,7.321344978,8.072521722,1.102600922
867,8.117746156,8.951661117,1.102727401
691,7.105016135,7.834997128,1.102741638
3226,7.012040984,7.732774062,1.102785064
2341,6.897630583,7.606871459,1.102823842
3605,6.634300408,7.316606423,1.102845209
2527,7.178279752,7.916887585,1.102894824
1009,6.852261386,7.557606188,1.102936062
7362,6.881485081,7.59035148,1.103010671
2700,7.219525207,7.963332981,1.103027242
3522,7.623359282,8.409074956,1.103066856
3677,7.636542312,8.423933202,1.103108299
574,10.96336388,12.09380672,1.103110948
1376,7.321315508,8.076602951,1.103162805
3695,7.542134209,8.32065022,1.103222243
791,7.747022499,8.546822211,1.103239627
3258,6.345483725,7.000624924,1.103245273
3448,6.482222635,7.151492198,1.103246926
3092,5.896209548,6.505167148,1.103279504
4887,6.611027124,7.293943481,1.103299585
2683,7.229464975,7.976789263,1.103372005
3774,6.630453935,7.315941813,1.103384758
1026,6.361791549,7.019703161,1.103416091
3408,6.705794267,7.399640262,1.103469622
205,7.243416815,7.993212599,1.103514102
2762,5.712429052,6.30377836,1.103519764
9328,6.965920427,7.687472127,1.10358311
3101,6.674969003,7.366455512,1.103593966
1960,7.257103861,8.00948884,1.103675653
727,7.288225246,8.044150988,1.103718768
3024,7.114259863,7.852376806,1.103751755
3791,7.085139936,7.820404451,1.103775581
2083,7.458664072,8.233148865,1.103836932
3960,6.421246017,7.088034261,1.103840943
3247,6.754998342,7.456536716,1.103854707
1955,7.343824985,8.106986229,1.103918768
1616,7.006214316,7.734421506,1.103937327
948,7.171908839,7.917522348,1.103963049
1835,6.304010483,6.959612646,1.103997632
896,7.558392269,8.344982282,1.104068429
3022,6.900221625,7.618318349,1.104068646
2849,6.254070543,6.90502338,1.104084665
2223,6.901549178,7.619966381,1.104095064
901,7.500976046,8.281892885,1.104108697
1478,7.085410016,7.823584265,1.104182291
3884,6.728733057,7.429776656,1.104186567
58,11.65558077,12.87009272,1.104200037
3906,6.388852245,7.055743395,1.104383561
3846,6.567684544,7.253386549,1.104405442
2620,7.220512803,7.974437497,1.104414287
2665,7.688221697,8.491010517,1.104418011
1837,6.941141916,7.665940361,1.104420635
1678,6.775941521,7.483573967,1.10443308
1570,6.309575071,6.968710248,1.104465859
3446,7.106713125,7.849249325,1.104483773
3071,6.66415912,7.360597812,1.104505112
3071,6.703075955,7.403740752,1.104528846
3986,7.258922111,8.017813022,1.10454595
667,6.787303048,7.497342861,1.104612953
2583,6.552668369,7.23845908,1.104658236
7148,6.764546718,7.472691716,1.104684767
447,6.369674168,7.036783908,1.104732161
3008,7.775236326,8.589675677,1.104747858
4766,6.798586343,7.511302945,1.104833059
996,6.711237919,7.415630619,1.104957194
1325,6.310290559,6.972628165,1.104961507
375,8.318350277,9.191676102,1.104987864
3431,6.932646981,7.660647212,1.105010429
2815,6.38469425,7.055178146,1.105014253
3385,8.497433228,9.390240162,1.105067838
212,8.093219261,8.943564775,1.105068884
3259,6.834899353,7.553370567,1.105118039
3153,6.93779338,7.667304709,1.105150339
2745,6.785682263,7.499778398,1.105235716
403,7.919077372,8.753386796,1.105354372
3248,6.930098856,7.660727465,1.10542831
3493,5.701587363,6.302781481,1.105443288
3570,6.593181126,7.28926195,1.105575869
527,6.810135963,7.529364155,1.105611429
1351,6.925826452,7.657387762,1.105628016
367,6.850131429,7.573858369,1.105651541
6872,6.460435958,7.14313884,1.105674429
8833,6.604190494,7.302109984,1.10567828
736,8.459415977,9.353795705,1.105725943
507,5.995406023,6.629475223,1.105759176
2702,6.554586297,7.247940131,1.105781479
3951,8.151426801,9.014168328,1.105839327
2908,6.027746886,6.665740145,1.105842742
2908,6.027746886,6.665740145,1.105842742
2087,7.059814487,7.807138641,1.105856061
1778,7.699466876,8.51462446,1.105871952
3697,7.232319543,7.99802188,1.105872305
927,6.958755539,7.695639168,1.105893018
871,8.218265388,9.088561607,1.105897799
2140,6.663820117,7.369810801,1.105943839
2369,6.809843188,7.531409814,1.10595936
2091,6.413036591,7.092613134,1.105967981
872,6.920432562,7.653837647,1.105976769
2424,10.18784716,11.26799805,1.106023468
2330,7.690493405,8.506099369,1.106053789
681,7.410558925,8.196747309,1.106090295
3091,6.73291275,7.447316226,1.106106154
990,7.038379194,7.78533702,1.106126397
466,5.616084102,6.212266838,1.106156305
3242,6.770606754,7.489597689,1.106192984
388,6.799725805,7.522434093,1.106284916
867,6.606809038,7.309166402,1.106308107
2249,6.644102122,7.350544189,1.10632619
976,6.576462868,7.27592594,1.106358553
3777,6.918129432,7.654117733,1.106385448
1477,7.740426754,8.564168838,1.106420758
6149,6.312280781,6.984374895,1.106474052
3327,6.654774385,7.363630206,1.106518385
2221,6.890722598,7.624976272,1.106556847
3769,5.925913366,6.557375064,1.106559387
2801,6.661077474,7.371064162,1.106587364
3633,6.72495905,7.441941897,1.106615199
3458,6.885306525,7.619805372,1.106676274
2145,7.233249838,8.005062048,1.106703381
2016,6.896564946,7.632614589,1.106726994
5952,6.780112667,7.504714858,1.106871704
5952,6.780112667,7.504714858,1.106871704
2438,6.667070634,7.379599977,1.106872925
3227,6.471743527,7.163422326,1.106876732
1406,7.32474002,8.108088261,1.106945535
3157,6.635555411,7.345623118,1.107009536
813,7.625432595,8.441676683,1.107042332
3156,6.469952545,7.162543299,1.10704727
3951,6.778958779,7.504741013,1.107063969
364,6.917137755,7.65816325,1.10712892
1845,6.881999302,7.619485356,1.1071616
1472,7.539293817,8.347559668,1.107207103
5974,6.608561789,7.317178796,1.107227114
1922,12.77221982,14.14223146,1.10726496
5153,6.559581979,7.263311617,1.107282696
246,7.155072356,7.922860463,1.107306826
274,10.01138368,11.08567734,1.10730721
583,8.836413064,9.784671,1.107312541
3372,6.805183774,7.535501771,1.107317895
3810,7.432790498,8.230566972,1.107332028
317,7.46144777,8.262500384,1.107358872
7487,6.494163607,7.191822008,1.107428523
1146,6.483389478,7.180190089,1.107474742
741,6.449295402,7.143114097,1.107580542
3528,6.840809682,7.576827002,1.107592135
6586,6.568422822,7.275138341,1.107592878
297,6.289779865,6.967931507,1.107818025
1510,7.148814848,7.91969976,1.107833946
1942,6.828280688,7.565182245,1.107919049
383,7.632657773,8.456398805,1.107923224
3227,6.963516431,7.715150538,1.107938872
1971,8.034483044,8.903268202,1.108132055
2368,6.615322802,7.330679944,1.108136392
3119,7.275308281,8.062632233,1.108218638
1842,6.582097506,7.294706722,1.108264761
1424,7.458885902,8.267002621,1.108342818
2132,6.760612153,7.49311427,1.10834849
3851,7.432388704,8.237797004,1.108364664
962,7.846709182,8.69737991,1.108411145
422,7.856363434,8.708525519,1.108467753
422,7.856363434,8.708525519,1.108467753
2356,6.616489513,7.33437473,1.108499411
2561,6.352907134,7.042517107,1.1085503
785,6.92268921,7.674867757,1.108654097
3782,5.418491933,6.007410271,1.108686761
2399,6.650087707,7.372919643,1.108695098
514,7.826344383,8.677244497,1.108722549
2236,7.542245333,8.362481175,1.108752209
3310,5.61901503,6.230107363,1.108754351
1412,6.585971403,7.302274217,1.108761908
1979,6.342193658,7.032223521,1.108799873
1700,5.519332578,6.120012066,1.108831907
2180,6.407817787,7.105209875,1.108834569
882,7.220740093,8.006756519,1.108855383
1673,8.40647217,9.321864447,1.108891371
2095,7.144166919,7.922146479,1.10889717
2095,7.144166919,7.922146479,1.10889717
2227,8.770620411,9.725913781,1.108919703
1268,7.129394593,7.906572018,1.109010297
2335,7.114711758,7.890432973,1.109030589
2327,5.962350141,6.612479049,1.109039035
3048,6.624368686,7.346773048,1.10905256
2341,6.437989177,7.140078071,1.109054066
3038,5.62840043,6.242397723,1.109089128
159,9.397266233,10.42283713,1.109135026
857,7.271046441,8.06492185,1.109183102
849,6.975900509,7.737881635,1.109230504
2541,7.347992279,8.151179249,1.109306997
1029,6.741531685,7.478482358,1.10931502
1017,6.811069312,7.555758234,1.109335097
163,7.814805575,8.669339356,1.109348054
7505,7.589086322,8.419070899,1.109365547
6770,5.883465167,6.527009115,1.109381789
3680,6.821639275,7.567894753,1.10939533
6871,6.419747314,7.122566286,1.109477669
102,7.305518495,8.1054594,1.10949817
137,9.754210648,10.82257749,1.109528786
180,10.41488988,11.55567412,1.10953397
859,7.183464384,7.97039814,1.109547944
867,6.802082909,7.547254324,1.109550475
939,7.314782556,8.116702305,1.109630019
4887,6.771985535,7.514468916,1.109640426
1828,8.182880955,9.080267617,1.109666347
3761,7.182672989,7.97037511,1.109666989
338,6.092790975,6.76111106,1.109690302
1025,7.257819659,8.054134833,1.109718237
3723,6.774939603,7.518274615,1.109718323
2122,6.591550506,7.315373027,1.109810662
595,7.779517734,8.633840076,1.109816877
1641,6.726442801,7.465128231,1.109818139
953,8.087647815,8.976229325,1.109868967
938,7.744671583,8.595636567,1.109877478
6860,6.371279914,7.07287297,1.110118071
6860,6.371279914,7.07287297,1.110118071
796,7.471623469,8.294656434,1.110154502
588,7.149286868,7.937042669,1.110186626
1043,5.552748975,6.164604524,1.110189665
1470,7.030364557,7.805097696,1.110198146
612,9.504246625,10.55179438,1.110218915
3374,5.905434043,6.556364864,1.110225737
3443,6.435043654,7.144382099,1.110230557
3949,7.352005353,8.162542729,1.110247115
3678,7.477958452,8.302545842,1.110269052
2766,5.670432192,6.296133951,1.110344633
9307,6.878697797,7.638097833,1.110398808
3022,6.878192132,7.638438639,1.11052999
185,7.034338712,7.811926679,1.11054173
326,6.110507438,6.786225584,1.110582984
2268,6.69008451,7.429917442,1.110586485
586,7.05844991,7.839122523,1.110601141
369,9.583588146,10.64354934,1.110601705
2193,7.18922472,7.984648716,1.110641137
2050,6.920165957,7.685858447,1.11064655
1137,8.98303116,9.977166817,1.110668174
2053,6.89927082,7.662828525,1.110672233
1387,6.528020037,7.250510399,1.110675267
4246,6.640774315,7.375878705,1.110695584
970,7.053856544,7.834815783,1.110713797
942,6.637156709,7.37220778,1.110747885
1973,6.968935381,7.741797468,1.110901026
995,6.876293143,7.639028844,1.110922511
2289,6.498544548,7.219632962,1.110961525
2487,5.87472243,6.526657434,1.110972903
1986,8.223344746,9.136367047,1.111028095
3669,6.876416005,7.64029658,1.111087022
5531,5.930924725,6.589851591,1.11110019
2081,6.848329256,7.609500272,1.111146966
417,6.928850847,7.699046551,1.111157784
3060,6.645245699,7.384277422,1.111212099
191,6.774636885,7.528130968,1.1112228
3337,6.467308656,7.186827175,1.111254705
1840,7.854979246,8.729284325,1.111305842
3946,6.76677028,7.520189263,1.111341002
481,7.785536998,8.65245896,1.11135031
3988,7.141669998,7.937879947,1.111487922
2203,6.998209886,7.778683235,1.111524713
2476,7.136025553,7.931950171,1.111536122
7716,6.384968422,7.097165847,1.111542827
2495,7.355346634,8.175961117,1.111567072
659,7.637576971,8.490040608,1.111614409
2417,6.901061341,7.671451881,1.111633632
3828,6.706299733,7.455406324,1.111701925
7608,6.186993423,6.878664414,1.111794363
7608,6.186993423,6.878664414,1.111794363
509,7.420559101,8.250160707,1.111797722
1167,7.396841405,8.223830357,1.111802986
6680,6.607594683,7.346448284,1.111818844
1647,6.567320182,7.301773725,1.111834587
242,11.00852477,12.23966997,1.111835621
1547,6.753577244,7.509080239,1.111867084
1518,6.782723255,7.541599097,1.111883651
2524,6.414954071,7.133084982,1.111946384
1493,7.008872944,7.793866025,1.111999902
3603,6.39198446,7.10825714,1.112057951
3356,6.749937091,7.506891617,1.112142456
2913,6.220823134,6.918483337,1.112149178
2580,6.897450927,7.671080787,1.112161706
1928,6.863763705,7.634215293,1.112249142
2585,6.846709749,7.615304381,1.112257517
698,8.133818205,9.047099499,1.11228199
1839,6.927339234,7.705424865,1.112320994
1839,6.927339234,7.705424865,1.112320994
2622,8.643139564,9.614641089,1.112401462
1148,7.123451082,7.924508715,1.112453588
3772,7.012101078,7.800653379,1.112455923
503,7.245084592,8.059990017,1.112477006
1387,6.238165249,6.939892483,1.112489363
5148,6.736252533,7.494125628,1.112506634
1703,6.814203019,7.580899167,1.112514427
2772,6.592587395,7.334518971,1.112540272
3063,6.780038051,7.543125934,1.112549204
381,7.582279342,8.436074209,1.112603985
2465,6.980011887,7.766051287,1.112612903
1241,6.72353955,7.480802307,1.112628587
995,8.00374806,8.905239619,1.112633675
